,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
8712,Existing Customer,47.0,F,2.0,Doctorate,Married,$40K - $60K,Blue,42.0,2.0,3.0,1.0,3256.0,2035.0,0.655,7075.0,89.0,0.648,0.625
8713,Existing Customer,50.0,M,3.0,Uneducated,Single,$80K - $120K,Blue,35.0,1.0,2.0,1.0,19000.0,2389.0,0.81,7664.0,74.0,0.721,0.126
8715,Existing Customer,48.0,M,4.0,Graduate,Married,$60K - $80K,Blue,37.0,2.0,1.0,1.0,13197.0,0.0,0.6809999999999999,8424.0,84.0,0.787,0.0
8716,Attrited Customer,47.0,M,3.0,College,Single,$60K - $80K,Blue,39.0,5.0,3.0,2.0,22599.0,0.0,1.0390000000000001,4739.0,55.0,0.486,0.0
8717,Existing Customer,43.0,M,4.0,Uneducated,Married,$60K - $80K,Blue,31.0,1.0,1.0,2.0,23457.0,2517.0,0.6759999999999999,7370.0,96.0,0.627,0.107
8718,Existing Customer,40.0,M,2.0,High School,Unknown,$80K - $120K,Blue,26.0,1.0,3.0,1.0,5238.0,2077.0,0.6559999999999999,7321.0,73.0,0.659,0.397
8720,Existing Customer,46.0,F,3.0,High School,Single,Less than $40K,Blue,36.0,2.0,2.0,3.0,6218.0,2517.0,0.716,7689.0,84.0,0.68,0.405
8723,Existing Customer,52.0,F,2.0,Graduate,Unknown,Less than $40K,Blue,40.0,2.0,1.0,3.0,2743.0,1705.0,0.605,6993.0,97.0,0.54,0.622
8724,Existing Customer,39.0,M,3.0,Uneducated,Single,$80K - $120K,Blue,31.0,2.0,2.0,3.0,2844.0,2065.0,0.638,7345.0,73.0,0.738,0.726
8725,Existing Customer,53.0,F,2.0,High School,Single,Less than $40K,Blue,49.0,1.0,2.0,3.0,9678.0,1710.0,0.745,7682.0,90.0,0.579,0.177
8727,Existing Customer,52.0,F,2.0,Post-Graduate,Married,Less than $40K,Blue,40.0,2.0,2.0,1.0,5207.0,1121.0,0.578,7153.0,84.0,0.647,0.215
8728,Existing Customer,46.0,M,4.0,High School,Divorced,$40K - $60K,Silver,36.0,2.0,2.0,3.0,15034.0,1356.0,0.754,7737.0,84.0,0.75,0.09
8729,Existing Customer,44.0,F,2.0,Graduate,Divorced,$40K - $60K,Blue,36.0,1.0,1.0,2.0,3107.0,1995.0,0.6679999999999999,7535.0,87.0,0.6729999999999999,0.642
8730,Existing Customer,52.0,F,2.0,High School,Single,$40K - $60K,Blue,39.0,2.0,1.0,1.0,12214.0,2379.0,0.769,8426.0,105.0,0.544,0.195
8731,Existing Customer,52.0,M,4.0,Graduate,Married,$80K - $120K,Blue,45.0,2.0,2.0,3.0,23070.0,1701.0,0.846,8070.0,81.0,0.688,0.07400000000000001
8732,Existing Customer,50.0,F,2.0,Graduate,Single,Less than $40K,Blue,40.0,1.0,2.0,2.0,2167.0,988.0,0.619,7199.0,83.0,0.7290000000000001,0.456
8736,Attrited Customer,46.0,F,3.0,Graduate,Single,Less than $40K,Blue,36.0,4.0,2.0,3.0,3138.0,986.0,1.002,4724.0,56.0,0.8059999999999999,0.314
8737,Existing Customer,49.0,M,1.0,Uneducated,Single,$120K +,Blue,38.0,2.0,2.0,3.0,12055.0,1858.0,0.645,7222.0,93.0,0.5,0.154
8738,Existing Customer,53.0,F,2.0,College,Single,Unknown,Blue,38.0,2.0,3.0,3.0,16592.0,1435.0,0.76,7642.0,89.0,0.648,0.086
8741,Existing Customer,54.0,F,2.0,Graduate,Single,$40K - $60K,Blue,41.0,2.0,1.0,3.0,10753.0,1845.0,0.6890000000000001,7302.0,80.0,0.7020000000000001,0.172
8742,Existing Customer,39.0,M,2.0,Post-Graduate,Unknown,$80K - $120K,Blue,29.0,1.0,1.0,3.0,9959.0,1501.0,0.8220000000000001,8505.0,86.0,0.536,0.151
8744,Existing Customer,43.0,F,3.0,College,Married,Less than $40K,Silver,34.0,4.0,2.0,2.0,11362.0,1871.0,0.8590000000000001,7849.0,88.0,0.63,0.165
8746,Existing Customer,44.0,M,3.0,Graduate,Married,$60K - $80K,Blue,32.0,2.0,1.0,1.0,20001.0,0.0,0.742,8094.0,96.0,0.6,0.0
8747,Existing Customer,48.0,M,2.0,High School,Married,$40K - $60K,Blue,42.0,2.0,3.0,2.0,8786.0,1559.0,0.909,8575.0,92.0,0.736,0.177
8748,Existing Customer,41.0,M,3.0,Uneducated,Single,$80K - $120K,Blue,28.0,1.0,3.0,3.0,7142.0,1917.0,0.727,7892.0,83.0,0.7290000000000001,0.268
8749,Attrited Customer,45.0,F,4.0,Post-Graduate,Single,Less than $40K,Blue,36.0,1.0,3.0,3.0,4477.0,2517.0,1.022,4996.0,55.0,0.486,0.562
8750,Existing Customer,41.0,F,3.0,Unknown,Unknown,$40K - $60K,Blue,30.0,1.0,2.0,3.0,5357.0,1272.0,0.708,7730.0,97.0,0.54,0.237
8752,Attrited Customer,44.0,M,4.0,Post-Graduate,Single,$80K - $120K,Blue,36.0,5.0,3.0,2.0,2367.0,1606.0,0.956,4506.0,59.0,0.639,0.6779999999999999
8753,Existing Customer,39.0,M,2.0,Uneducated,Single,$60K - $80K,Blue,29.0,2.0,2.0,3.0,23402.0,958.0,0.6459999999999999,7570.0,98.0,0.633,0.040999999999999995
8754,Existing Customer,40.0,M,3.0,Doctorate,Unknown,Less than $40K,Blue,36.0,1.0,1.0,3.0,4587.0,1771.0,0.647,7479.0,83.0,0.6940000000000001,0.386
8755,Existing Customer,41.0,M,3.0,Graduate,Married,$120K +,Blue,36.0,2.0,3.0,2.0,6565.0,1130.0,0.823,7729.0,97.0,0.644,0.172
8756,Attrited Customer,46.0,F,4.0,Unknown,Married,Unknown,Blue,27.0,1.0,2.0,3.0,6030.0,0.0,1.031,4983.0,62.0,0.442,0.0
8757,Attrited Customer,50.0,M,4.0,High School,Single,$120K +,Blue,41.0,4.0,3.0,3.0,6982.0,0.0,1.018,4830.0,50.0,0.7240000000000001,0.0
8758,Existing Customer,50.0,M,3.0,Uneducated,Married,Less than $40K,Blue,36.0,2.0,3.0,3.0,5128.0,0.0,0.7040000000000001,7588.0,98.0,0.581,0.0
8759,Attrited Customer,48.0,M,3.0,Unknown,Unknown,$60K - $80K,Blue,28.0,2.0,2.0,1.0,9405.0,0.0,1.033,4801.0,47.0,0.382,0.0
8761,Existing Customer,49.0,M,2.0,Graduate,Married,$120K +,Blue,40.0,2.0,4.0,1.0,14646.0,1448.0,0.895,8160.0,92.0,0.586,0.099
8762,Existing Customer,41.0,M,5.0,Graduate,Married,$80K - $120K,Blue,37.0,1.0,3.0,2.0,12578.0,2517.0,0.875,8362.0,82.0,0.64,0.2
8764,Existing Customer,52.0,F,1.0,High School,Single,$40K - $60K,Blue,42.0,1.0,3.0,1.0,3416.0,1970.0,0.804,8254.0,75.0,0.596,0.5770000000000001
8765,Existing Customer,42.0,M,4.0,Graduate,Married,$60K - $80K,Silver,33.0,1.0,2.0,1.0,6224.0,0.0,0.63,7612.0,82.0,0.7829999999999999,0.0
8766,Existing Customer,49.0,F,2.0,College,Married,Less than $40K,Silver,38.0,2.0,3.0,2.0,10741.0,2517.0,1.087,8352.0,71.0,0.821,0.23399999999999999
8769,Attrited Customer,53.0,F,4.0,Graduate,Single,$40K - $60K,Blue,43.0,1.0,3.0,2.0,6058.0,0.0,0.997,4754.0,60.0,0.46299999999999997,0.0
8770,Existing Customer,49.0,M,4.0,Uneducated,Married,$80K - $120K,Blue,39.0,2.0,3.0,2.0,8561.0,915.0,0.637,7341.0,79.0,0.491,0.107
8771,Attrited Customer,46.0,M,3.0,Unknown,Single,$80K - $120K,Blue,34.0,4.0,3.0,3.0,9959.0,0.0,1.0490000000000002,4859.0,64.0,0.524,0.0
8772,Existing Customer,51.0,F,5.0,High School,Single,Less than $40K,Blue,36.0,1.0,1.0,1.0,7645.0,2076.0,0.759,7710.0,75.0,0.875,0.272
8773,Existing Customer,51.0,M,3.0,Uneducated,Single,$60K - $80K,Blue,42.0,2.0,4.0,1.0,1922.0,1124.0,0.7659999999999999,8049.0,76.0,0.434,0.585
8774,Existing Customer,51.0,F,2.0,High School,Married,Less than $40K,Blue,33.0,2.0,1.0,3.0,5625.0,1640.0,0.893,7890.0,75.0,0.875,0.292
8775,Existing Customer,54.0,F,2.0,College,Single,Less than $40K,Blue,36.0,1.0,3.0,3.0,2274.0,708.0,0.677,7735.0,74.0,0.682,0.311
8777,Attrited Customer,43.0,M,3.0,Post-Graduate,Married,$40K - $60K,Blue,36.0,6.0,2.0,2.0,9422.0,2108.0,0.8909999999999999,4633.0,58.0,0.611,0.22399999999999998
8778,Existing Customer,48.0,F,3.0,Post-Graduate,Married,Unknown,Blue,37.0,2.0,1.0,3.0,7469.0,2474.0,0.674,8213.0,86.0,0.623,0.331
8779,Existing Customer,43.0,F,3.0,Unknown,Single,Less than $40K,Blue,36.0,2.0,2.0,2.0,3849.0,1281.0,0.777,7930.0,90.0,0.607,0.33299999999999996
8781,Existing Customer,49.0,M,3.0,Uneducated,Married,$80K - $120K,Blue,45.0,2.0,1.0,1.0,4778.0,1351.0,0.785,7590.0,74.0,0.682,0.28300000000000003
8783,Existing Customer,47.0,F,5.0,Uneducated,Unknown,$40K - $60K,Blue,42.0,2.0,2.0,3.0,5168.0,2265.0,0.715,8211.0,80.0,0.818,0.43799999999999994
8784,Attrited Customer,53.0,F,2.0,High School,Single,Less than $40K,Blue,46.0,6.0,1.0,2.0,3199.0,0.0,1.047,4805.0,59.0,0.639,0.0
8785,Existing Customer,55.0,F,2.0,Graduate,Single,Unknown,Blue,42.0,2.0,3.0,2.0,21046.0,1631.0,0.731,7653.0,95.0,0.638,0.077
8787,Existing Customer,40.0,F,1.0,Unknown,Married,Less than $40K,Blue,36.0,1.0,2.0,2.0,6540.0,0.0,0.723,7919.0,88.0,0.6,0.0
8790,Existing Customer,46.0,F,5.0,Graduate,Unknown,Unknown,Blue,36.0,2.0,3.0,1.0,5496.0,1816.0,0.6779999999999999,7985.0,93.0,0.603,0.33
8791,Existing Customer,42.0,F,3.0,Graduate,Married,Less than $40K,Blue,33.0,2.0,3.0,1.0,3794.0,1544.0,0.72,7872.0,80.0,0.5379999999999999,0.40700000000000003
8792,Existing Customer,46.0,F,2.0,Graduate,Single,Less than $40K,Blue,36.0,1.0,1.0,1.0,5785.0,2130.0,0.813,7950.0,86.0,0.593,0.368
8793,Existing Customer,51.0,F,0.0,Uneducated,Married,Unknown,Blue,39.0,1.0,3.0,2.0,19387.0,810.0,0.746,7604.0,87.0,0.642,0.042
8795,Existing Customer,41.0,F,3.0,College,Married,Less than $40K,Blue,31.0,2.0,2.0,2.0,4086.0,1974.0,0.775,7932.0,87.0,0.642,0.483
8797,Attrited Customer,43.0,M,4.0,Post-Graduate,Single,$40K - $60K,Blue,25.0,1.0,2.0,2.0,9043.0,1974.0,1.0270000000000001,4638.0,48.0,0.655,0.218
8798,Existing Customer,47.0,F,3.0,Graduate,Single,Less than $40K,Silver,40.0,1.0,2.0,2.0,11128.0,2517.0,0.8,8526.0,93.0,0.6609999999999999,0.226
8799,Existing Customer,51.0,M,2.0,Graduate,Single,$40K - $60K,Blue,41.0,1.0,3.0,3.0,3062.0,2058.0,0.622,7289.0,75.0,0.705,0.672
8802,Existing Customer,39.0,F,0.0,Unknown,Single,$40K - $60K,Silver,26.0,1.0,1.0,1.0,22054.0,1146.0,0.8420000000000001,8055.0,82.0,0.6729999999999999,0.052000000000000005
8803,Existing Customer,53.0,F,2.0,Graduate,Unknown,Less than $40K,Blue,35.0,1.0,2.0,3.0,2199.0,693.0,0.654,7342.0,86.0,0.483,0.315
8804,Existing Customer,45.0,M,3.0,Uneducated,Unknown,$80K - $120K,Blue,33.0,2.0,3.0,3.0,9303.0,1580.0,0.877,7825.0,87.0,0.45,0.17
8806,Existing Customer,40.0,M,2.0,High School,Divorced,$40K - $60K,Blue,32.0,1.0,3.0,2.0,7566.0,1618.0,0.72,7570.0,88.0,0.544,0.214
8807,Existing Customer,50.0,F,3.0,Uneducated,Married,Unknown,Blue,34.0,2.0,3.0,3.0,11343.0,0.0,0.7090000000000001,8027.0,94.0,0.679,0.0
8808,Existing Customer,47.0,F,2.0,Uneducated,Married,Unknown,Blue,35.0,2.0,1.0,1.0,15155.0,1287.0,0.868,7724.0,79.0,0.58,0.085
8809,Existing Customer,55.0,M,2.0,Unknown,Single,$80K - $120K,Blue,46.0,2.0,1.0,1.0,10795.0,0.0,0.855,7855.0,81.0,0.528,0.0
8811,Existing Customer,54.0,F,1.0,Graduate,Single,Unknown,Blue,48.0,1.0,1.0,2.0,8572.0,2128.0,0.821,7850.0,94.0,0.516,0.248
8814,Attrited Customer,49.0,M,3.0,Post-Graduate,Single,$60K - $80K,Blue,42.0,2.0,4.0,2.0,14895.0,0.0,1.043,5147.0,53.0,0.5589999999999999,0.0
8815,Existing Customer,49.0,F,4.0,Graduate,Single,Less than $40K,Blue,36.0,1.0,1.0,3.0,2636.0,1257.0,0.6609999999999999,7136.0,82.0,0.608,0.47700000000000004
8816,Existing Customer,39.0,F,1.0,Uneducated,Unknown,Less than $40K,Blue,31.0,1.0,3.0,1.0,9511.0,2220.0,0.7120000000000001,7041.0,95.0,0.532,0.233
8817,Attrited Customer,43.0,M,2.0,High School,Single,$120K +,Blue,30.0,1.0,2.0,2.0,10896.0,2517.0,1.028,4935.0,58.0,0.48700000000000004,0.231
8819,Existing Customer,45.0,F,3.0,Graduate,Divorced,Unknown,Blue,36.0,2.0,3.0,2.0,12406.0,1980.0,0.7909999999999999,8113.0,90.0,0.5,0.16
8820,Attrited Customer,47.0,F,4.0,College,Divorced,Unknown,Blue,36.0,4.0,3.0,3.0,6769.0,274.0,0.998,4885.0,54.0,0.35,0.04
8821,Existing Customer,45.0,F,4.0,College,Married,Less than $40K,Blue,36.0,2.0,1.0,1.0,2737.0,0.0,0.71,7587.0,80.0,0.569,0.0
8824,Existing Customer,33.0,F,1.0,Doctorate,Unknown,Less than $40K,Gold,24.0,2.0,3.0,2.0,15987.0,1992.0,0.7390000000000001,8302.0,81.0,0.841,0.125
8826,Existing Customer,42.0,M,5.0,College,Married,$40K - $60K,Blue,27.0,1.0,3.0,1.0,2437.0,1718.0,0.608,8028.0,77.0,0.54,0.705
8827,Existing Customer,49.0,M,3.0,Graduate,Single,$80K - $120K,Blue,36.0,2.0,3.0,1.0,4557.0,985.0,0.5920000000000001,7333.0,91.0,0.596,0.21600000000000003
8828,Existing Customer,55.0,M,3.0,Uneducated,Single,$40K - $60K,Blue,36.0,1.0,3.0,3.0,10949.0,829.0,0.7490000000000001,7685.0,91.0,0.596,0.076
8829,Existing Customer,39.0,F,1.0,Graduate,Unknown,Less than $40K,Silver,30.0,1.0,2.0,3.0,10398.0,1630.0,0.755,7702.0,81.0,0.688,0.157
8830,Existing Customer,40.0,F,3.0,College,Single,$40K - $60K,Silver,28.0,2.0,1.0,2.0,22361.0,1873.0,0.701,7586.0,94.0,0.5670000000000001,0.084
8831,Existing Customer,46.0,M,2.0,Unknown,Single,$80K - $120K,Blue,34.0,1.0,3.0,2.0,3841.0,1411.0,0.785,8444.0,81.0,0.688,0.36700000000000005
8834,Existing Customer,44.0,F,3.0,Graduate,Married,Less than $40K,Silver,26.0,1.0,3.0,1.0,10877.0,1802.0,0.706,7974.0,90.0,0.731,0.166
8835,Existing Customer,42.0,M,3.0,Unknown,Married,$40K - $60K,Blue,26.0,2.0,1.0,2.0,5848.0,1481.0,0.711,8417.0,95.0,0.462,0.253
8836,Existing Customer,50.0,M,2.0,Unknown,Married,$60K - $80K,Blue,32.0,1.0,2.0,1.0,11552.0,1970.0,0.705,7180.0,96.0,0.5479999999999999,0.171
8837,Existing Customer,46.0,M,2.0,Graduate,Married,$80K - $120K,Blue,39.0,2.0,2.0,3.0,11901.0,2517.0,0.7809999999999999,7998.0,82.0,0.608,0.21100000000000002
8838,Existing Customer,37.0,M,3.0,High School,Unknown,$80K - $120K,Blue,19.0,1.0,2.0,2.0,2273.0,0.0,0.828,7899.0,79.0,0.6459999999999999,0.0
8839,Existing Customer,57.0,F,3.0,Graduate,Unknown,Less than $40K,Blue,36.0,2.0,2.0,1.0,3082.0,2507.0,0.687,7787.0,89.0,0.508,0.813
8840,Existing Customer,52.0,M,2.0,Graduate,Single,$40K - $60K,Blue,41.0,1.0,2.0,2.0,9298.0,1898.0,0.655,8427.0,87.0,0.7759999999999999,0.204
8841,Existing Customer,62.0,F,0.0,Post-Graduate,Single,$40K - $60K,Blue,53.0,1.0,2.0,3.0,4136.0,0.0,0.64,7739.0,97.0,0.59,0.0
8844,Existing Customer,44.0,F,3.0,Graduate,Married,Less than $40K,Blue,40.0,1.0,1.0,3.0,6441.0,2151.0,0.64,7123.0,94.0,0.49200000000000005,0.33399999999999996
8845,Existing Customer,42.0,F,4.0,Unknown,Married,Unknown,Blue,36.0,1.0,4.0,2.0,7469.0,837.0,0.828,8281.0,80.0,0.7390000000000001,0.11199999999999999
8846,Existing Customer,40.0,F,2.0,Unknown,Single,Less than $40K,Blue,36.0,2.0,2.0,3.0,3569.0,1054.0,0.775,7963.0,85.0,0.574,0.295
8849,Existing Customer,45.0,F,3.0,High School,Married,Less than $40K,Blue,33.0,1.0,2.0,3.0,4174.0,2507.0,0.8320000000000001,7905.0,86.0,0.755,0.601
8850,Existing Customer,50.0,M,2.0,Unknown,Married,$60K - $80K,Blue,43.0,2.0,2.0,1.0,23223.0,628.0,0.8370000000000001,7358.0,87.0,0.642,0.027000000000000003
8851,Existing Customer,46.0,M,3.0,Graduate,Married,Less than $40K,Blue,27.0,1.0,2.0,2.0,6954.0,1502.0,0.624,7510.0,89.0,0.648,0.21600000000000003
8852,Existing Customer,47.0,F,1.0,Unknown,Single,Less than $40K,Blue,36.0,2.0,3.0,3.0,7136.0,2345.0,0.6990000000000001,7729.0,86.0,0.654,0.32899999999999996
8853,Existing Customer,43.0,F,4.0,High School,Single,Less than $40K,Blue,38.0,1.0,1.0,1.0,1820.0,0.0,0.708,7714.0,91.0,0.596,0.0
8854,Existing Customer,52.0,M,1.0,Uneducated,Married,$40K - $60K,Blue,36.0,2.0,2.0,3.0,2937.0,1633.0,0.857,8235.0,102.0,0.522,0.556
8855,Existing Customer,46.0,F,3.0,High School,Single,Less than $40K,Blue,36.0,1.0,3.0,2.0,6636.0,2399.0,0.6809999999999999,7023.0,86.0,0.654,0.36200000000000004
8858,Existing Customer,52.0,F,1.0,High School,Married,Less than $40K,Blue,35.0,1.0,3.0,3.0,1959.0,1022.0,0.78,7847.0,65.0,0.857,0.522
8860,Existing Customer,49.0,M,5.0,Graduate,Single,$60K - $80K,Blue,42.0,2.0,1.0,3.0,7801.0,2018.0,0.684,7561.0,91.0,0.685,0.259
8861,Existing Customer,55.0,M,3.0,College,Single,$120K +,Blue,44.0,2.0,2.0,3.0,6455.0,1837.0,0.7170000000000001,8001.0,99.0,0.7070000000000001,0.285
8862,Existing Customer,46.0,M,1.0,Graduate,Divorced,$40K - $60K,Blue,37.0,1.0,2.0,2.0,11343.0,1175.0,0.6990000000000001,8313.0,107.0,0.672,0.10400000000000001
8865,Existing Customer,49.0,M,4.0,High School,Married,$80K - $120K,Blue,40.0,2.0,3.0,2.0,7667.0,2191.0,0.682,7886.0,94.0,0.679,0.28600000000000003
8867,Existing Customer,37.0,M,2.0,High School,Single,$80K - $120K,Blue,36.0,1.0,2.0,3.0,6713.0,1590.0,0.847,7946.0,85.0,0.667,0.237
8868,Existing Customer,51.0,M,2.0,Uneducated,Married,$120K +,Blue,40.0,1.0,3.0,1.0,10984.0,1429.0,0.7509999999999999,7850.0,85.0,0.635,0.13
8870,Existing Customer,57.0,M,2.0,Uneducated,Single,$60K - $80K,Blue,36.0,1.0,1.0,3.0,23058.0,1534.0,0.701,7009.0,82.0,0.708,0.067
8871,Existing Customer,40.0,M,4.0,Uneducated,Married,$120K +,Blue,36.0,2.0,2.0,2.0,17606.0,1377.0,0.861,8104.0,83.0,0.627,0.078
8873,Existing Customer,45.0,F,3.0,High School,Divorced,$40K - $60K,Silver,36.0,2.0,2.0,2.0,18000.0,1829.0,0.675,7149.0,86.0,0.623,0.102
8874,Existing Customer,48.0,F,2.0,College,Married,Less than $40K,Blue,41.0,2.0,2.0,2.0,5550.0,2517.0,0.767,6984.0,85.0,0.545,0.45399999999999996
8875,Existing Customer,39.0,F,3.0,High School,Single,Less than $40K,Blue,33.0,2.0,1.0,2.0,1621.0,0.0,0.779,7400.0,86.0,0.6859999999999999,0.0
8876,Existing Customer,49.0,F,4.0,College,Married,Less than $40K,Blue,36.0,1.0,1.0,2.0,3244.0,0.0,0.765,7495.0,97.0,0.54,0.0
8877,Existing Customer,45.0,M,2.0,Unknown,Married,$40K - $60K,Blue,27.0,2.0,2.0,3.0,5800.0,1434.0,0.715,8202.0,89.0,0.679,0.247
8878,Existing Customer,43.0,F,1.0,Graduate,Married,Less than $40K,Blue,38.0,2.0,2.0,1.0,2550.0,1421.0,0.8190000000000001,8063.0,72.0,0.7140000000000001,0.557
8880,Attrited Customer,38.0,M,1.0,High School,Single,$120K +,Blue,30.0,5.0,3.0,3.0,10874.0,2415.0,0.9329999999999999,4619.0,59.0,0.37200000000000005,0.222
8881,Attrited Customer,54.0,M,2.0,College,Single,$80K - $120K,Blue,47.0,2.0,2.0,2.0,13769.0,0.0,1.058,4738.0,53.0,0.395,0.0
8882,Attrited Customer,39.0,M,2.0,Graduate,Divorced,$40K - $60K,Silver,23.0,5.0,2.0,3.0,17894.0,304.0,0.965,4691.0,63.0,0.465,0.017
8883,Existing Customer,49.0,F,5.0,Graduate,Married,Less than $40K,Gold,38.0,1.0,2.0,2.0,15016.0,2016.0,0.7090000000000001,7685.0,84.0,0.527,0.134
8884,Existing Customer,45.0,M,4.0,Graduate,Single,$120K +,Blue,38.0,1.0,1.0,3.0,9036.0,0.0,0.753,8356.0,79.0,0.6809999999999999,0.0
8885,Existing Customer,54.0,M,1.0,High School,Single,$80K - $120K,Blue,36.0,1.0,2.0,3.0,12813.0,1998.0,0.8370000000000001,7803.0,81.0,0.688,0.156
8886,Existing Customer,40.0,F,3.0,Doctorate,Married,Less than $40K,Blue,29.0,1.0,1.0,1.0,4660.0,1844.0,1.018,8571.0,84.0,0.647,0.396
8888,Attrited Customer,48.0,M,1.0,Post-Graduate,Single,$80K - $120K,Blue,38.0,4.0,2.0,2.0,13174.0,0.0,0.955,4890.0,49.0,0.485,0.0
8889,Existing Customer,43.0,M,1.0,Graduate,Single,Unknown,Blue,36.0,1.0,1.0,2.0,11210.0,1079.0,0.6509999999999999,7206.0,86.0,0.536,0.096
8893,Existing Customer,44.0,F,5.0,Unknown,Married,Less than $40K,Blue,34.0,2.0,1.0,3.0,2490.0,1235.0,0.823,8065.0,88.0,0.76,0.496
8895,Existing Customer,38.0,F,1.0,Graduate,Single,Less than $40K,Blue,29.0,2.0,3.0,3.0,7504.0,1134.0,0.67,7525.0,100.0,0.449,0.151
8898,Existing Customer,51.0,F,2.0,College,Married,Unknown,Blue,32.0,1.0,3.0,2.0,15048.0,2517.0,0.6659999999999999,7592.0,96.0,0.524,0.16699999999999998
8899,Existing Customer,41.0,M,3.0,Graduate,Single,$80K - $120K,Blue,29.0,2.0,2.0,1.0,9357.0,1942.0,0.8,7971.0,84.0,0.787,0.20800000000000002
8900,Existing Customer,51.0,M,1.0,Unknown,Married,$60K - $80K,Blue,45.0,2.0,3.0,3.0,11548.0,0.0,0.611,7781.0,72.0,0.895,0.0
8901,Existing Customer,56.0,F,2.0,Uneducated,Single,Less than $40K,Blue,39.0,1.0,2.0,3.0,8767.0,1684.0,0.7859999999999999,8066.0,79.0,0.5489999999999999,0.192
8902,Existing Customer,42.0,M,4.0,Unknown,Single,$40K - $60K,Blue,33.0,1.0,3.0,1.0,5306.0,2410.0,0.738,7437.0,94.0,0.7090000000000001,0.45399999999999996
8903,Attrited Customer,52.0,F,2.0,Graduate,Single,Unknown,Blue,41.0,2.0,3.0,3.0,3608.0,2517.0,1.057,4907.0,53.0,0.5589999999999999,0.698
8904,Existing Customer,49.0,F,1.0,Uneducated,Married,Less than $40K,Gold,37.0,2.0,3.0,1.0,15987.0,2065.0,0.705,7395.0,100.0,0.562,0.129
8909,Existing Customer,41.0,M,4.0,Post-Graduate,Married,$80K - $120K,Blue,36.0,1.0,2.0,2.0,21751.0,1573.0,0.878,8332.0,102.0,0.569,0.07200000000000001
8910,Existing Customer,44.0,F,3.0,College,Single,Less than $40K,Blue,32.0,1.0,2.0,1.0,7926.0,1051.0,0.7290000000000001,7677.0,87.0,0.5539999999999999,0.133
8914,Existing Customer,49.0,M,0.0,High School,Single,$80K - $120K,Blue,39.0,2.0,1.0,3.0,2221.0,1291.0,0.785,8618.0,98.0,0.815,0.581
8915,Existing Customer,43.0,M,2.0,Graduate,Single,$80K - $120K,Blue,35.0,2.0,2.0,2.0,5858.0,961.0,0.657,7916.0,82.0,0.708,0.16399999999999998
8917,Existing Customer,44.0,F,3.0,High School,Single,Unknown,Blue,36.0,1.0,3.0,2.0,9766.0,1575.0,0.6609999999999999,7605.0,101.0,0.603,0.161
8920,Existing Customer,38.0,M,3.0,College,Single,$120K +,Blue,26.0,2.0,2.0,1.0,14938.0,0.0,0.626,7385.0,90.0,0.429,0.0
8924,Existing Customer,51.0,F,2.0,High School,Single,Unknown,Blue,36.0,2.0,1.0,2.0,2319.0,1347.0,0.722,7558.0,85.0,0.491,0.581
8925,Existing Customer,46.0,M,1.0,Uneducated,Married,$80K - $120K,Blue,36.0,2.0,3.0,2.0,17698.0,1769.0,0.623,8056.0,95.0,0.583,0.1
8927,Existing Customer,57.0,F,2.0,Graduate,Single,Less than $40K,Blue,36.0,1.0,2.0,3.0,6482.0,1686.0,0.753,7544.0,101.0,0.629,0.26
8930,Existing Customer,47.0,M,3.0,Unknown,Single,$40K - $60K,Blue,36.0,2.0,2.0,2.0,2479.0,1748.0,0.831,8042.0,85.0,0.545,0.705
8931,Existing Customer,41.0,F,3.0,Graduate,Unknown,Less than $40K,Blue,36.0,1.0,1.0,1.0,4941.0,1040.0,0.765,7631.0,91.0,0.596,0.21
8933,Existing Customer,44.0,F,4.0,Uneducated,Married,Unknown,Blue,33.0,1.0,2.0,1.0,8230.0,1333.0,0.6920000000000001,7736.0,84.0,0.68,0.162
8936,Attrited Customer,36.0,M,1.0,Unknown,Unknown,$40K - $60K,Blue,36.0,2.0,3.0,3.0,6893.0,1462.0,1.031,4782.0,50.0,0.35100000000000003,0.212
8937,Existing Customer,45.0,M,2.0,Graduate,Married,$60K - $80K,Blue,35.0,1.0,2.0,3.0,7653.0,1693.0,0.6829999999999999,7508.0,93.0,0.5760000000000001,0.221
8940,Attrited Customer,55.0,M,2.0,High School,Divorced,$120K +,Blue,46.0,5.0,3.0,2.0,16828.0,2517.0,1.0590000000000002,4939.0,63.0,0.465,0.15
8943,Existing Customer,43.0,M,3.0,College,Single,$80K - $120K,Blue,34.0,2.0,2.0,2.0,5390.0,1324.0,0.611,7739.0,106.0,0.47200000000000003,0.24600000000000002
8944,Existing Customer,49.0,F,3.0,Graduate,Married,Less than $40K,Blue,43.0,2.0,1.0,1.0,7037.0,0.0,0.752,7678.0,93.0,0.691,0.0
8945,Existing Customer,47.0,M,3.0,College,Married,Less than $40K,Blue,34.0,2.0,1.0,2.0,8390.0,0.0,0.8,8316.0,92.0,0.7040000000000001,0.0
